|sourceId| |articleId| |author| |title| |description| |url| |urlToImage| |publishedAt|
|the-huffington-post| |127| |Dana Liebelson| |In Rob Porter Case, Trump Sends A Message: We Will Protect Powerful Alleged Abusers| |"Trump has turned the clock back on the progress we’ve made in this country."| |http://www.huffingtonpost.com/entry/rob-porter-trump-powerful-alleged-abusers_us_5a821a35e4b01467fcf07650?ncid=inblnkushpmg00000009| |http://img.huffingtonpost.com/asset/5a821ceb1e0000dc007ab7bd.jpeg?ops=1200_630| |2018-02-13T02:16:26Z|
|the-huffington-post| |128| |Zach Carter| |What You Should Know About Trump's Nihilist Budget| |He just doesn't care.| |http://www.huffingtonpost.com/entry/trump-budget-fine-print_us_5a820d8ae4b01467fcf06af8?ncid=inblnkushpmg00000009| |http://img.huffingtonpost.com/asset/5a820de71e000037007ab7a4.jpeg?ops=1200_630| |2018-02-12T23:22:15Z|
|the-huffington-post| |129| |David Moye| |Twitter Bans GOP Candidate For Racist Meghan Markle Tweet| |Paul Nehlen superimposed a picture of Cheddar Man, an ancient Briton with dark skin, over Markle's face.| |http://www.huffingtonpost.com/entry/paul-nehlen-meghan-markle-twitter-ban_us_5a81c9c3e4b08dfc930694cc?ncid=inblnkushpmg00000009| |http://img.huffingtonpost.com/asset/5a81cb162100003900600f89.jpeg?ops=1200_630| |2018-02-12T19:53:20Z|
|the-new-york-times| |130| |Katie Benner, Sharon LaFraniere and Nicholas Fandos| |As Rod Rosenstein Battles to Protect Mueller, His Tactics Could Cost the Justice Dept.| |Under siege by the president’s allies in the House, Mr. Rosenstein has acceded to some demands. But his allies worry that may expose the Justice Department to political meddling.| |https://www.nytimes.com/2018/04/21/us/politics/rod-rosenstein-justice-department.html| |https://static01.nyt.com/images/2018/04/22/us/politics/22dc-rosenstein-print/00dc-rosenstein-facebookJumbo.jpg| |2018-04-21T19:58:29Z|
|the-new-york-times| |131| |Eric Lipton| |Scott Pruitt Met With Lobbyist Whose Wife Rented Him a $50-a-Night Condo| |The disclosure contradicts earlier statements that lobbying by J. Steven Hart before the E.P.A. hadn’t occurred.| |https://www.nytimes.com/2018/04/21/climate/pruitt-hart-condo-epa-lobbying.html| |https://static01.nyt.com/images/2018/04/22/us/22cli-epa-sub/22cli-epa-sub-facebookJumbo.jpg| |2018-04-21T19:54:11Z|
|the-new-york-times| |132| |Elizabeth Dias and Shane Goldmacher| |Bernie Sanders Says ‘Trump’s Agenda Is Dead’ if Democrats Win Midterms| |Mr. Sanders, the Vermont senator and 2016 presidential candidate, also criticized national Democrats for not doing more to support liberal candidates.| |https://www.nytimes.com/2018/04/20/us/politics/bernie-sanders-democrats-midterms.html| |https://static01.nyt.com/images/2018/04/21/business/21Sanders/21Sanders-facebookJumbo.jpg| |2018-04-21T16:29:20Z|
|the-new-york-times| |133| |Choe Sang-Hun| |Will Kim Jong-un Trade His Nuclear Arsenal to Rebuild Economy?| |North Korea’s leader has made economic growth the nation’s new top priority. But he appears intent on entering talks as an established nuclear power.| |https://www.nytimes.com/2018/04/21/world/asia/north-korea-kim-jong-un-nuclear-tests.html| |https://static01.nyt.com/images/2018/04/22/world/22nkorea-1/22nkorea-1-facebookJumbo.jpg| |2018-04-21T16:29:17Z|
|the-new-york-times| |134| |https://www.nytimes.com/by/nellie-bowles, http://www.nytimes.com/by/david-streitfeld| |Electric Scooters Are Causing Havoc. This Man Is Shrugging It Off.| |Travis VanderZanden, chief executive of electric scooter start-up Bird, is unperturbed by how San Francisco and other cities are in an uproar over the dockless vehicles.| |https://www.nytimes.com/2018/04/20/technology/electric-scooters-are-causing-havoc-this-man-is-shrugging-it-off.html| |https://static01.nyt.com/images/2018/04/21/business/21SCOOTERS-2/merlin_134164781_97d13740-9e17-4957-8854-cf9cb64117cb-facebookJumbo.jpg| |2018-04-21T16:29:09.206Z|
|the-new-york-times| |135| |Steve Eder and Hiroko Tabuchi| |Scott Pruitt Before the E.P.A.: Fancy Homes, a Shell Company and Friends With Money| |The E.P.A. chief is under scrutiny for high spending and interactions with lobbyists. Many of the pitfalls he has encountered in Washington have echoes in his past.| |https://www.nytimes.com/2018/04/21/us/politics/scott-pruitt-oklahoma-epa.html| |https://static01.nyt.com/images/2018/04/22/climate/22REG-PRUITTOK-pruitt/22REG-PRUITTOK-pruitt-facebookJumbo-v2.jpg| |2018-04-21T16:25:31Z|
|the-new-york-times| |136| |The New York Times| |Trump Criticizes Times Report About His Longtime Lawyer| |The report described President Trump’s years of poor treatment of the lawyer, Michael D. Cohen, and concerns that Mr. Cohen will cooperate with the federal officials who are investigating him.| |https://www.nytimes.com/2018/04/21/us/politics/trump-cohen-new-york-times.html| |https://static01.nyt.com/images/2018/04/22/us/22dc-trumptweet/22dc-trumptweet-facebookJumbo.jpg| |2018-04-21T15:55:53Z|
|the-new-york-times| |137| |Alexander Burns| |Fearing Chaos, National Democrats Plunge Into Midterm Primary Fights| |Democratic leaders are intervening aggressively in California, where the state’s unusual voting system could undercut their chances in crowded congressional races.| |https://www.nytimes.com/2018/04/21/us/politics/democrats-house-midterms-california.html| |https://static01.nyt.com/images/2018/04/22/business/22midterms-jp1/22midterms-3-facebookJumbo.jpg| |2018-04-21T15:32:05Z|
|the-new-york-times| |138| |Maggie Haberman, Sharon LaFraniere and Danny Hakim| |Michael Cohen Has Said He Would Take a Bullet for Trump. Maybe Not Anymore.| |Roger Stone says Mr. Trump has long treated Mr. Cohen, his lawyer and fixer, “like garbage.” Now he could end up cooperating in a criminal investigation against Mr. Trump.| |https://www.nytimes.com/2018/04/20/us/politics/trump-michael-cohen.html| |https://static01.nyt.com/images/2018/04/21/us/politics/21dc-trumpcohen1/21dc-trumpcohen1-facebookJumbo.jpg| |2018-04-20T18:43:18Z|
|the-new-york-times| |139| |Choe Sang-Hun| |Confronting a Crisis? Now, Kim Jong-un Can Just Pick Up the Phone| |North Korea and South Korea have installed the first-ever telephone hotline between their top leaders in another sign of improving relations.| |https://www.nytimes.com/2018/04/20/world/asia/kim-jong-un-hotline-korea.html| |https://static01.nyt.com/images/2018/04/21/world/21korea-1/21korea-1-facebookJumbo.jpg| |2018-04-20T10:00:29Z|
|the-verge| |140| |Andrew Liptak| |Amazon won’t let users review James Comey’s new book if they didn’t purchase it through the site| |Amazon will only allow users who have purchased James Comey’s new book A Higher Loyalty to review the book for the site.| |https://www.theverge.com/2018/4/21/17266312/amazon-james-comey-a-higher-loyalty-book-reviews-verified-purchase| |https://cdn.vox-cdn.com/thumbor/ZulCcwbjnS2KQmo2z6ShrvEsIPA=/0x367:6000x3508/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10694045/947647570.jpg.jpg| |2018-04-21T19:33:51Z|
|the-verge| |141| |Tasha Robinson| |Netflix’s Cargo has a few new ideas for the zombie genre| |Yolanda Ramke and Ben Howling’s low-key horror film, an expanded version of their striking 2013 short, stars Martin Freeman and Susie Porter as parents trying to shepherd a baby through an outbreak of living dead. The Netflix film has some memorable moments, …| |https://www.theverge.com/2018/4/21/17266022/netflix-cargo-review-martin-freeman-zombie-outback-movie-tribeca-2018| |https://cdn.vox-cdn.com/thumbor/_1r6oI-gJjQ41k3WIbLAupGZK_8=/16x0:1651x856/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10693463/Cargo_015.JPG| |2018-04-21T19:00:02Z|
|the-verge| |142| |Andrew Liptak| |The new Star Wars novel goes deep into the past and future of Han Solo| |What makes a good Han Solo story?| |https://www.theverge.com/2018/4/21/16962486/star-wars-han-solo-lando-calrissian-last-shot-daniel-jose-older-ac-crispin-book-review| |https://cdn.vox-cdn.com/thumbor/F3HHH2NOeBs7AK2DpghpYk4bnEU=/0x144:2040x1212/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10667831/aliptak_180417_2427_7316.jpg| |2018-04-21T14:00:02Z|
|the-verge| |143| |Rachel Becker| |North Korea’s freeze on nuclear testing isn’t a victory — it’s negotiation| |North Korea will be pressing pause on its nuclear and missile tests this weekend in advance of summits with South Korea’s President Moon Jae-in next week and with Donald Trump sometime this spring, Reuters reports. But that doesn’t mean North Korea’s getting …| |https://www.theverge.com/2018/4/20/17264360/north-korea-nuclear-missile-testing-freeze-negotiation-summits| |https://cdn.vox-cdn.com/thumbor/KWT6rP-W9c855l1kMiwxq-8yjEk=/0x129:1800x1071/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10691477/photoforensics_latest_launch_09_Focus_Normal_N__2_.jpg| |2018-04-20T23:55:36Z|
|the-verge| |144| |Ashley Carman| |No, staring at a screen won’t damage your eyes| |Your backlight display might cause eye discomfort, aka Computer Vision Syndrome, but you’ll be okay. You could try different monitors and office setups to reduce your symptoms.| |https://www.theverge.com/circuitbreaker/2018/4/20/17256382/gadget-myth-busters-screen-damage-computer-vision-syndrome| |https://cdn.vox-cdn.com/thumbor/D7KA47eK5KNSUUpGdf9bK1qywzo=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10681689/akrales_180409_2450_0176.jpg| |2018-04-20T14:21:41Z|
|the-verge| |145| |Andrew Webster| |God of War and Yakuza 6 show how games can tell great stories about parents| |Both God of War and Yakuza 6 are launching on the PS4, and they’re two of the best examples yet of exploring parenting through games.| |https://www.theverge.com/2018/4/20/17261166/god-of-war-yakuza-6-parenting-dads-kratos-kiryu| |https://cdn.vox-cdn.com/thumbor/rCo2KThoh4m9sUkZDoTRRjqnmk4=/0x38:1920x1043/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10687373/YAKUZA_6__The_Song_of_Life_20180405105953.jpg| |2018-04-20T14:01:56Z|
|the-verge| |146| |Dieter Bohn| |Exclusive: Chat is Google’s next big fix for Android’s messaging mess| |Google is trying a next texting strategy. Instead of trying to make Allo win, it’s going to partner with carriers to launch the successor to SMS, all so it can finally take on iMessage| |https://www.theverge.com/2018/4/19/17252486/google-android-messages-chat-rcs-anil-sabharwal-imessage-texting| |https://cdn.vox-cdn.com/thumbor/u-er_i6zQnPqcg4Q6OcvsgLePTQ=/173x0:5215x2640/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10681777/6_web_2.png| |2018-04-20T00:45:02Z|
|the-verge| |147| |Lizzie Plaugic| |PopSugar allegedly stole “millions” of Instagram influencers’ photos for affiliate link profits| |PopSugar was accused of stealing the personal photos of style bloggers and micro-influencers, using them to generate their own affiliate-link commissions. RewardStyle, an invite-only web tool that helps bloggers monetize their content through affiliate links,…| |https://www.theverge.com/2018/4/19/17252196/popsugar-instagram-stolen-affiliate-links-photos-rewardstyle-shopstyle-response| |https://cdn.vox-cdn.com/thumbor/y7eOid3Y_0VAH_ns8P8ysEqamwA=/0x11:2050x1084/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10677049/Screen_Shot_2018_04_17_at_7.26.00_PM.png| |2018-04-19T15:43:04Z|
|the-verge| |148| |Sean O'Kane| |Tesla vs. Waymo: who’s winning the race for self-driving cars| |Autonomous cars won’t happen without tons of data, but Tesla and Waymo have a big head start| |https://www.theverge.com/transportation/2018/4/19/17204044/tesla-waymo-self-driving-car-data-simulation| |https://cdn.vox-cdn.com/thumbor/wndZccLKnDmpii_WXqj6DHCdG2k=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10595567/wjoel_180404_2436_002.jpg| |2018-04-19T12:00:02Z|
|the-verge| |149| |Bryan Bishop| |Westworld season 2: our spoiler-free review| |In its initial season, HBO’s science fiction drama Westworld became as well-known for its storytelling style as for the actual story. But in the second season, the sleight of hand is left behind to focus on story and characters — and the incredible consequenc…| |https://www.theverge.com/2018/4/13/17231538/westworld-season-2-hbo-premiere-review| |https://cdn.vox-cdn.com/thumbor/WsHEWg8X_PexT05MscAd9GI-4-U=/0x0:4500x2356/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10642083/afc873b6ff7c4c3e9061162e00f9992730a6a88b20b58ed710c48de0d7647195.jpg| |2018-04-13T11:00:02Z|
|the-washington-post| |150| |Anna Fifield, Anna Fifield| |North Korea is setting the mood for a summit with Trump. And that is progress.| |While there is good cause to be skeptical, North Korea’s latest steps are in the right direction.| |https://www.washingtonpost.com/world/asia_pacific/north-korea-is-setting-the-mood-for-a-summit-with-trump-and-that-is-progress/2018/04/21/bba5adc4-455c-11e8-8569-26fda6b404c7_story.html| |https://www.washingtonpost.com/resizer/S2NjaKfgUFjKhJnkL7whsFPO_k8=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/KMXMPTSFPQI6RBLJE362NNAEY4.jpg| |2018-04-21T17:26:00Z|
|the-washington-post| |151| |NOVALUE| |Photos from the funeral for former first lady Barbara Bush| |Mourners gathered at St. Martin’s Episcopal Church in Houston to celebrate the life of the matriarch of the Bush family. More than a thousand guests are attending the private funeral, including four former presidents and three former first ladies, as well as …| |https://www.washingtonpost.com/national/photos-from-the-funeral-for-former-first-lady-barbara-bush/2018/04/21/34029694-44f7-11e8-8569-26fda6b404c7_gallery.html| |https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2018/04/21/National-Enterprise/Images/Rex_Former_US_first_lady_Barbara_Bus_9638801N.jpg?t=20170517| |2018-04-21T16:45:18.3155162Z|
|the-washington-post| |152| |Hamza Shaban, Hamza Shaban| |Barbara Bush to be honored by friends and family at private funeral in Houston| |More than a thousand guests are expected to attend the service, including four former presidents and first ladies.| |https://www.washingtonpost.com/news/post-politics/wp/2018/04/21/barbara-bush-to-be-honored-by-friends-and-family-at-private-funeral-in-houston/| |https://www.washingtonpost.com/resizer/TGctWtY0ua8jz_aT9z-YFfybVZ0=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/WNLHTSBPQQ2IPGFAYGE65DDVVE.jpg| |2018-04-21T16:07:00Z|
|the-washington-post| |153| |David Nakamura, David Nakamura| |Trump lashes out at New York Times over Michael Cohen coverage, vows his attorney won’t ‘flip’| |The president appeared to be angered by a new story that says he mistreated his personal lawyer.| |https://www.washingtonpost.com/news/post-politics/wp/2018/04/21/trump-lashes-out-at-new-york-times-over-michael-cohen-coverage-vows-cohen-wont-flip/| |https://www.washingtonpost.com/resizer/LiPU-C973vhrpZ29v51WkIXMbtc=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/MQKB7SIIRM5X3AW7A5RPXMXZUA.jpg| |2018-04-21T14:33:00Z|
|the-washington-post| |154| |Gillian Brockell, Gillian Brockell| |Barbara Bush’s funeral: Why Melania Trump, Michelle Obama, Hillary Clinton will be there| |The tradition of first ladies attending the funerals of other first ladies dates back to Dolley Madison, but didn't become truly expected until Eleanor Roosevelt's funeral in 1962.| |https://www.washingtonpost.com/news/retropolis/wp/2018/04/21/barbara-bushs-funeral-why-melania-trump-michelle-obama-hillary-clinton-will-go/| |https://www.washingtonpost.com/resizer/aVWYtnwhgkgODjmk0G1YGG8-8Jg=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/VEMD5IYIMM73XBPTATTLUXR6FI.jpg| |2018-04-21T11:00:00Z|
|the-washington-post| |155| |Paul Kane, Paul Kane| |Analysis || Disruptive conservative groups lose their punch with Trump in charge| |GOP incumbents once feared the voting scorecard from conservative groups and the possibility of a challenger. Now the only grade that counts comes from the president.| |https://www.washingtonpost.com/powerpost/disruptive-conservative-groups-lose-their-punch-with-trump-in-charge/2018/04/20/c92e19c6-44d1-11e8-8569-26fda6b404c7_story.html| |https://www.washingtonpost.com/resizer/D1jI7W69zNS6OwGJE_961m_ntjg=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/6MTZVRCFAEI6RO5CBF3KQKYFUI.jpg| |2018-04-21T11:00:00Z|
|the-washington-post| |156| |Dan Balz, Dan Balz| |Analysis || Under attack, the FBI becomes a partisan battleground| |The agency has been weakened by Trump’s attacks, embattled leadership at DOJ and old allies at odds with one| |https://www.washingtonpost.com/politics/under-attack-the-fbi-becomes-a-partisan-battleground/2018/04/21/5c6fb0d8-44d6-11e8-8569-26fda6b404c7_story.html| |https://www.washingtonpost.com/resizer/nrfD3sJ-zJWSbd6b2YG--_krpbU=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/2LQ2DJCFLUI6RO5CBF3KQKYFUI.jpg| |2018-04-21T07:33:00Z|
|the-washington-post| |157| |Fenit Nirappil, Fenit Nirappil| |Under fire for Farrakhan donation, D.C. lawmaker Trayon White says he’s ‘not backing down’| |As the council member faces calls for reprimands, he criticizes media coverage.| |https://www.washingtonpost.com/local/dc-politics/under-fire-for-farrakhan-donation-dc-lawmaker-trayon-white-says-hes-not-backing-down/2018/04/21/ed31971c-457b-11e8-8569-26fda6b404c7_story.html| |https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2018/03/24/Local-Politics/Images/dcswearing17.jpg?t=20170517| |2018-04-21T07:25:00Z|
|the-washington-post| |158| |Joby Warrick, Joby Warrick| |Suspicious factory underscores challenge of verifying North Korea’s nuclear promises| |Even as Kim Jong Un pledges to freeze nuclear tests, some weapons programs may advance in secret, experts say.| |https://www.washingtonpost.com/world/national-security/suspicious-factory-underscores-challenge-of-verifying-north-koreas-nuclear-promises/2018/04/21/fad9764e-457d-11e8-8569-26fda6b404c7_story.html| |https://www.washingtonpost.com/resizer/8Msex_7R6DfWER5_W1Xgb21tB_U=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/D5EW5YSFQUI6RO5CBF3KQKYFUI.jpg| |2018-04-21T07:08:00Z|
|the-washington-post| |159| |Sari Horwitz, Rosalind S. Helderman, Josh Dawsey, Matt Zapotosky, Sari Horwitz, Rosalind S. Helderman, Josh Dawsey, Matt Zapotosky| |Sessions told White House that Rosenstein’s firing could prompt his departure, too| |The attorney general made his position known in a recent phone call with White House counsel Donald McGahn.| |https://www.washingtonpost.com/world/national-security/sessions-told-white-house-that-rosensteins-firing-could-prompt-his-departure-too/2018/04/20/911ca994-44c7-11e8-bba2-0976a82b05a2_story.html| |https://www.washingtonpost.com/resizer/EQw8Q5DXH9rJxYdKdFjTpMJzP_I=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/AE2ZO7CEYMI6RO5CBF3KQKYFUI.jpg| |2018-04-20T11:30:00Z|
|time| |160| |Justin Worland| |President Trump's Pick for Secretary of State Just Confirmed 'Hundreds' of Russians Were Killed in a U.S. Attack in Syria| || |http://time.com/5237922/mike-pompeo-russia-confirmation/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/mike-pompeo-russia-syria.jpeg?quality=85| |2018-04-12T17:00:54Z|
|time| |161| |Eli Meixler| |Mitzi Shore, the 'Legendary Godmother' of Stand-Up Comedy, Has Died Aged 87| || |http://time.com/5237309/mitzy-shore-comedy-store-dies/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/gettyimages-143262126.jpg?quality=85| |2018-04-12T06:27:35Z|
|time| |162| |Jake Pearson and Jeff Horwitz / AP| |The National Enquirer Paid $30,000 for a 'Rumor' About Donald Trump. Then It Spiked the Story| || |http://time.com/5237359/michael-cohen-national-enquirer-dino-sajudin/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/ap18102170338005.jpg?quality=85| |2018-04-12T06:02:03Z|
|time| |163| |Laignee Barron| |A Baby Was Born in China Four Years After His Parents Died| || |http://time.com/5237297/baby-china-ivf-surrogacy-laos/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/gettyimages-158716555.jpg?quality=85| |2018-04-12T04:52:10Z|
|time| |164| |Joey Nolfi / EW| |Here's Why Netflix Won't Be Joining the Cannes Film Festival This Year| || |http://time.com/5237280/netflix-withdraw-cannes-film-festival/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/gettyimages-473044618.jpg?quality=85| |2018-04-12T02:58:51Z|
|time| |165| |DAVID A. LIEB and SUMMER BALLENTINE (AP)| |Bipartisan Report Details Missouri Governor's Alleged Unwanted Sexual Encounter| || |http://time.com/5237172/report-details-missouri-governors-eric-greitens-sexual-encounter/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/02/missouri-governor-eric-greitens-indictment.jpg?quality=85| |2018-04-11T23:18:27Z|
|time| |166| |Associated Press| |Los Angeles Prosecutors Are Reviewing Kevin Spacey's Sexual Assault Case| || |http://time.com/5237022/los-angeles-kevin-spacey-sexual-assault-case/?xid=homepage| |https://timedotcom.files.wordpress.com/2017/11/gettyimages-170376749.jpg?quality=85| |2018-04-11T22:21:02Z|
|time| |167| |Nash Jenkins| |Mark Zuckerberg Leaves Washington With Bumps and Bruises, but Otherwise Unscathed| || |http://time.com/5236871/zuckerberg-congress-testimony-facebook-cambridge/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/gettyimages-944827400.jpg?quality=85| |2018-04-11T22:09:52Z|
|time| |168| |Philip Elliott| |Paul Ryan's Unexpected Exit Is a Warning Sign for Republicans| || |http://time.com/5236804/paul-ryan-retire-decision/?xid=homepage| |https://timedotcom.files.wordpress.com/2018/04/paul-ryan-not-seeking-reelection.jpg?quality=85| |2018-04-11T20:55:56Z|
|time| |169| |Associated Press| |More Than 181 People Killed in Algerian Military Plane Crash| || |http://time.com/5235989/algiers-algeria-militar-plane-crash/?xid=homepage| |https://timedotcom.files.wordpress.com/2017/08/time-breaking-news-t.jpg?quality=85| |2018-04-11T11:25:50Z|
